part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
DRV-004,BTS7960 High-Current Motor Driver,Motor & Servo Drivers,Motor power controller,"Controls motor direction, speed and current from a controller.",Intermediate,Varies by model; verify rated voltage,1+,BTS7960 High-Current Motor Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=BTS7960+High-Current+Motor+Driver&post_type=product,https://robocraze.com/search?q=BTS7960+High-Current+Motor+Driver,https://www.amazon.in/s?k=BTS7960+High-Current+Motor+Driver,BTS7960 High-Current Motor Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-033
DRV-005,CAN Servo Motor Controller,Motor & Servo Drivers,Motor power controller,Provides electronic control for motors or robot subsystems.,Intermediate,Varies by model; verify rated voltage,1+,CAN Servo Motor Controller,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=CAN+Servo+Motor+Controller&post_type=product,https://robocraze.com/search?q=CAN+Servo+Motor+Controller,https://www.amazon.in/s?k=CAN+Servo+Motor+Controller,CAN Servo Motor Controller,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-044
DRV-006,Cytron MD10C / MD30C Driver,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,Cytron MD10C / MD30C Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Cytron+MD10C+%2F+MD30C+Driver&post_type=product,https://robocraze.com/search?q=Cytron+MD10C+%2F+MD30C+Driver,https://www.amazon.in/s?k=Cytron+MD10C+%2F+MD30C+Driver,Cytron MD10C / MD30C Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-034
DRV-007,DYNAMIXEL U2D2 / Smart Servo Interface,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,DYNAMIXEL U2D2 / Smart Servo Interface,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DYNAMIXEL+U2D2+%2F+Smart+Servo+Interface&post_type=product,https://robocraze.com/search?q=DYNAMIXEL+U2D2+%2F+Smart+Servo+Interface,https://www.amazon.in/s?k=DYNAMIXEL+U2D2+%2F+Smart+Servo+Interface,DYNAMIXEL U2D2 / Smart Servo Interface,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-043
DRV-008,FOC Motor Driver,Motor & Servo Drivers,Motor power controller,"Controls motor direction, speed and current from a controller.",Intermediate,Varies by model; verify rated voltage,1+,FOC Motor Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=FOC+Motor+Driver&post_type=product,https://robocraze.com/search?q=FOC+Motor+Driver,https://www.amazon.in/s?k=FOC+Motor+Driver,FOC Motor Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-038
DRV-009,ODrive BLDC Controller,Motor & Servo Drivers,Motor power controller,Provides electronic control for motors or robot subsystems.,Intermediate,Varies by model; verify rated voltage,1+,ODrive BLDC Controller,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=ODrive+BLDC+Controller&post_type=product,https://robocraze.com/search?q=ODrive+BLDC+Controller,https://www.amazon.in/s?k=ODrive+BLDC+Controller,ODrive BLDC Controller,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-036
DRV-010,PCA9685 16-Channel Servo Driver,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,PCA9685 16-Channel Servo Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=PCA9685+16-Channel+Servo+Driver&post_type=product,https://robocraze.com/search?q=PCA9685+16-Channel+Servo+Driver,https://www.amazon.in/s?k=PCA9685+16-Channel+Servo+Driver,PCA9685 16-Channel Servo Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-042
DRV-011,Stepper Driver A4988,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,Stepper Driver A4988,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Stepper+Driver+A4988&post_type=product,https://robocraze.com/search?q=Stepper+Driver+A4988,https://www.amazon.in/s?k=Stepper+Driver+A4988,Stepper Driver A4988,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-039
DRV-012,Stepper Driver DRV8825,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,Stepper Driver DRV8825,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Stepper+Driver+DRV8825&post_type=product,https://robocraze.com/search?q=Stepper+Driver+DRV8825,https://www.amazon.in/s?k=Stepper+Driver+DRV8825,Stepper Driver DRV8825,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-040
DRV-013,TMC2209 Silent Stepper Driver,Motor & Servo Drivers,Motor power controller,Interfaces the robot controller to motors or servos safely.,Intermediate,Varies by model; verify rated voltage,1+,TMC2209 Silent Stepper Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=TMC2209+Silent+Stepper+Driver&post_type=product,https://robocraze.com/search?q=TMC2209+Silent+Stepper+Driver,https://www.amazon.in/s?k=TMC2209+Silent+Stepper+Driver,TMC2209 Silent Stepper Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-041
DRV-014,VESC Motor Controller,Motor & Servo Drivers,Motor power controller,Provides electronic control for motors or robot subsystems.,Intermediate,Varies by model; verify rated voltage,1+,VESC Motor Controller,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=VESC+Motor+Controller&post_type=product,https://robocraze.com/search?q=VESC+Motor+Controller,https://www.amazon.in/s?k=VESC+Motor+Controller,VESC Motor Controller,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-037
DRV-015,VNH5019 Motor Driver,Motor & Servo Drivers,Motor power controller,"Controls motor direction, speed and current from a controller.",Intermediate,Varies by model; verify rated voltage,1+,VNH5019 Motor Driver,MCU/SBC; compatible motor; battery/power supply,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=VNH5019+Motor+Driver&post_type=product,https://robocraze.com/search?q=VNH5019+Motor+Driver,https://www.amazon.in/s?k=VNH5019+Motor+Driver,VNH5019 Motor Driver,P0,Humanoid; Quadruped; Arm; Mobile; CNC-like Robot,Your current drivers are low-power H-bridge devices and cannot cover modern high-current joints or multi-servo systems.,GAP-035
ENC-001,AS5048A / AS5047 Magnetic Encoder,"Position, Motion & Joint Feedback",Joint position checker,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,AS5048A / AS5047 Magnetic Encoder,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=AS5048A+%2F+AS5047+Magnetic+Encoder&post_type=product,https://robocraze.com/search?q=AS5048A+%2F+AS5047+Magnetic+Encoder,https://www.amazon.in/s?k=AS5048A+%2F+AS5047+Magnetic+Encoder,AS5048A / AS5047 Magnetic Encoder,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-046
ENC-002,AS5600 Magnetic Encoder,"Position, Motion & Joint Feedback",Joint position checker,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,AS5600 Magnetic Encoder,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=AS5600+Magnetic+Encoder&post_type=product,https://robocraze.com/search?q=AS5600+Magnetic+Encoder,https://www.amazon.in/s?k=AS5600+Magnetic+Encoder,AS5600 Magnetic Encoder,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-045
ENC-003,Absolute Rotary Encoder,"Position, Motion & Joint Feedback",Joint position checker,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,Absolute Rotary Encoder,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Absolute+Rotary+Encoder&post_type=product,https://robocraze.com/search?q=Absolute+Rotary+Encoder,https://www.amazon.in/s?k=Absolute+Rotary+Encoder,Absolute Rotary Encoder,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-048
ENC-004,Endstop / Microswitch,"Position, Motion & Joint Feedback",Joint position checker,Measures motion or position for closed-loop control.,Intermediate,Passive / model dependent,1+,Endstop / Microswitch,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Endstop+%2F+Microswitch&post_type=product,https://robocraze.com/search?q=Endstop+%2F+Microswitch,https://www.amazon.in/s?k=Endstop+%2F+Microswitch,Endstop / Microswitch,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-054
ENC-005,Hall Effect Position Sensor,"Position, Motion & Joint Feedback",Joint position checker,Measures motion or position for closed-loop control.,Intermediate,3.3–5V logic; verify model,1+,Hall Effect Position Sensor,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Hall+Effect+Position+Sensor&post_type=product,https://robocraze.com/search?q=Hall+Effect+Position+Sensor,https://www.amazon.in/s?k=Hall+Effect+Position+Sensor,Hall Effect Position Sensor,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-050
ENC-006,Incremental Quadrature Encoder,"Position, Motion & Joint Feedback",Joint position checker,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,Incremental Quadrature Encoder,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Incremental+Quadrature+Encoder&post_type=product,https://robocraze.com/search?q=Incremental+Quadrature+Encoder,https://www.amazon.in/s?k=Incremental+Quadrature+Encoder,Incremental Quadrature Encoder,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-047
ENC-007,Joint Limit Switch,"Position, Motion & Joint Feedback",Joint position checker,Measures motion or position for closed-loop control.,Intermediate,Passive / model dependent,1+,Joint Limit Switch,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Joint+Limit+Switch&post_type=product,https://robocraze.com/search?q=Joint+Limit+Switch,https://www.amazon.in/s?k=Joint+Limit+Switch,Joint Limit Switch,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-053
ENC-008,Linear Encoder,"Position, Motion & Joint Feedback",Joint position checker,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,Linear Encoder,MCU/robot controller; rotating or linear joints,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Linear+Encoder&post_type=product,https://robocraze.com/search?q=Linear+Encoder,https://www.amazon.in/s?k=Linear+Encoder,Linear Encoder,P0,Humanoid; Quadruped; Arm; Mobile,Closed-loop joint control requires position feedback; one MPU6050 IMU is not enough.,GAP-051
